vid	start	stop	label	cid	text
0JuRmhhgMw8	72.137	88.692	0.0	6	 It then explains the mechanics of our federal system and how our local government bodies work in rural as well as urban areas, especially in the light of the 73rd and 74th amendments to the Constitution
0OC3wf9x3zQ	74.523	78.833	0.0	13	  Well, the theme for this year’s meeting is Rethinking Africa’s Growth Strategy.
0OC3wf9x3zQ	79.232	87.943	1.6666666269302368	14	And I think, as come through the economic crisis, Africa has surprised many with its resilience and a faster than expected recovery.
0OC3wf9x3zQ	110.022	119.611	0.3333333432674408	17	Well, we’ll be touching on a number of the key issues underpinning Africa’s growth strategy from energy to infrastructure investments, Africa’s capital markets.
0OC3wf9x3zQ	101.831	109.404	0.3333333432674408	16	  And what kinds of sessions have you designed in order to bring these leaders together to discuss these issues?
0OC3wf9x3zQ	3.973	9.76	0.3333333432674408	1	Can you tell us why this year is a milestone year for the forum’s relationship with the African continent?
0OC3wf9x3zQ	0.012	3.564	0.3333333432674408	0	Katherine Tweedie, Director and Head of Africa at the World Economic Forum.
0OC3wf9x3zQ	16.994	25.544	1.6666666269302368	3	And this year we will be holding the summit in East Africa in Dar es Salaam, Tanzania, hosted by His Excellency President Kikwete.
0OC3wf9x3zQ	25.544	31.601	0.3333333432674408	4	  And who are the participants going to be and who are the co-chairs of this meeting?
0OC3wf9x3zQ	48.432	52.603	0.0	7	We have JørgenHaslestad, who is the chief executive of Yara International.
0OC3wf9x3zQ	39.543	47.724	0.0	6	We have five co-chairs including Ajai Chowdhry, who is the founder and chairman of HDL Technologies from India.
0OC3wf9x3zQ	60.545	63.857	0.0	9	And our fifth co-chair is Anna Tibaijuka from the UN-HABITAT.
0OXeN3MhFeA	75.739	81.0	0.3333333432674408	20	You see your features and you're thinking about the next two, three steps.
0OXeN3MhFeA	70.082	76.47	-0.3333333432674408	19	But for you-- for the entrepreneur, as a person, who created the startup-- it's like a never-ending process.
0OXeN3MhFeA	64.784	70.823	0.6666666865348816	18	You know that your product is ready because of the pipeline of your clients.
0OXeN3MhFeA	9.3	15.967	1.6666666269302368	1	We suck up the information and present, very beautifully, on the simple dashboard.
0OXeN3MhFeA	0.0	10.3	1.0	0	[MUSIC PLAYING] Fokus is a very simple tool for people who want to know everything about analytics.
0OXeN3MhFeA	15.297	22.313	0.6666666865348816	2	And this is something very cool for people who want to have the electronic pulse.
0OXeN3MhFeA	54.278	58.86	0.6666666865348816	15	So let's focus on something-- on one thing-- and be good at it.
0SfejBuLgFo	1.398	10.021	0.0	1	Over the years, both the Duke and his younger brother Prince Harry have become more vocal about their mother's death
0SfejBuLgFo	22.51	25.645	0.0	3	"""Do you know what happened to me"
0SfejBuLgFo	9.23	23.151	-0.3333333432674408	2	Earlier this year, during a visit to the Child Bereavement UK Centre in London, William comforted a grieving girl, Aoife, nine, who had lost her dad
0SfejBuLgFo	31.081	34.635	0.0	5	"""I was 15 and my brother was 12"
0SfejBuLgFo	25.204	31.602	-0.6666666865348816	4	"You know I lost my mummy when I was very young,"" said the Prince"
0SfejBuLgFo	39.053	41.799	-0.3333333432674408	7	Do you speak about your daddy
0SfejBuLgFo	34.613	39.484	-0.3333333432674408	6	So we lost our mummy when we were young as well
0SfejBuLgFo	41.327	47.097	1.6666666269302368	8	It's very important to talk about it, very, very important
0Svu5BldR5A	76.956	81.888	0.0	11	They can also use handwriting in forensics, in police work.
0Svu5BldR5A	0.0	11.398	1.6666666269302368	0	Hi, I'm Carmen Lynne with Expert Village and I'm going to be talking to you today about handwriting analysis, or the posh word for that is graphology.
0W4WsjhDgUI	17.352	28.678	0.0	3	Current history is dictating that the American dollar, at which money market funds are based on is becoming worth less and less as inflation becomes worth more and more.
0WIwQgH4lKg	26.092	33.118	2.0	3	I'm gonna put the water bottle oh This has more food
0WIwQgH4lKg	21.014	27.052	1.6666666269302368	2	Honestly, I don't care I would wear this as opposed to a purse where like my shoulders fawn over
0WIwQgH4lKg	34.653	39.234	1.6666666269302368	5	You know that was you a little part That's pretty good
0WIwQgH4lKg	41.327	44.063	0.0	7	Let's just take away two water bottle
0WIwQgH4lKg	45.119	49.232	0.6666666865348816	9	I don't have to drink and stay hydrated picture my phone fit
0WIwQgH4lKg	43.063	46.119	0.3333333432674408	8	I just want to use my essential work ice okay
0Xs8wJrAmxs	29.764	42.317	0.3333333432674408	2	I have family on my opposite side, on my mother's side, that sees the daily grind of poverty, and I'm very lucky to have grown up here in the United States.
0Xs8wJrAmxs	56.453	65.315	-0.6666666865348816	5	And that is why personally I cannot be part of a network funded by the Russian government that whitewashes the actions of Putin.
0Xs8wJrAmxs	43.802	56.844	-1.6666666269302368	4	My partner is a physician at a military base, where he sees every day, the firsthand accounts of the ultimate prices that people pay for this country.
0Xs8wJrAmxs	64.315	70.483	-0.3333333432674408	6	I'm proud to be an American and believe in disseminating the truth.
0YdYFtVdlWE	106.988	110.014	0.3333333432674408	20	 The other two started asking questions
0YdYFtVdlWE	109.014	128.093	0.6666666865348816	21	" ""Hey, what's up with all the suit cases?"" When we would sit down at dinner we talk about, ok, first we are going to pray, then we are going to eat, then this is what we are going to do after dinner to to help him have the vision of, that there is a structure to our day, that there are things that we've gotta take care of that involve all of us"
0YdYFtVdlWE	127.332	130.307	0.6666666865348816	22	 It's not just about what you're doing Jake
0YdYFtVdlWE	129.936	137.272	0.3333333432674408	23	 NARRATOR: A photo showed a young Jake, his mom and his brother posing a large stone sign for Pike's Peak Summit
0YdYFtVdlWE	-0.458	3.137	0.0	0	FEMALE NARRATOR: A Title: Explanations
0YdYFtVdlWE	3.573	8.754	0.0	2	 DEE: When he was about eight
0YdYFtVdlWE	21.762	28.978	0.3333333432674408	5	 And the first afternoon he got in the car, he was hunky dory - travel, travel, travel
0YdYFtVdlWE	9.031	21.994	1.0	4	 We had always, our vacations consisted of going to grandpa and grandma's But when he was eight we were taking him to the Gulf of Mexico and to a whole brand new place that he never been before
0YdYFtVdlWE	32.039	35.283	0.0	7	 Then we get out
0YdYFtVdlWE	27.978	31.542	-0.6666666865348816	6	 Three hours into the ride he starts getting fussy
0YdYFtVdlWE	38.424	45.8	0.0	9	 And there is no way I'm going to physically makes this little boy, who is about the size of a five-year-old, get back in that car
0YdYFtVdlWE	34.283	39.424	-0.6666666865348816	8	 We eat some dinner and he absolutely refuses to get back in the car
0YdYFtVdlWE	51.375	57.653	0.0	11	""" And he didn't really have a communication system to communicate with us, other than his behavior at that moment in time"
0YdYFtVdlWE	45.937	52.185	-0.6666666865348816	10	" Until I stopped and I said, ""I don't know what's going on man"
0YdYFtVdlWE	61.053	76.161	0.3333333432674408	13	""" And I went through and explain the best I could with what I had right there - that we're going to drive, then we're gonna stay in hotel, and we're gonna sleep and then we're going to get up and we're gonna drive some more and they were going to go see new things"
0YdYFtVdlWE	57.88	62.053	-0.3333333432674408	12	" And I finally just looked said, ""Look Jake, here's what we're doing"
0YdYFtVdlWE	81.506	92.543	0.0	15	 And that to me was like, oh my gosh, I really need to take time to explain everything we're doing, why we're doing it before we leave the house
0YdYFtVdlWE	76.218	81.528	2.0	14	 And he hopped right in that seat for me and let me buckle him in
0YdYFtVdlWE	93.918	96.554	0.0	17	" If I said, ""Hey, we're gonna go do this"
0YdYFtVdlWE	91.543	94.668	0.3333333432674408	16	 My other two children just got it
0YdYFtVdlWE	96.781	107.609	0.6666666865348816	19	 But Jake didn't hear and process and see that we had bags packs in the living room for days before we got on that trip and went to you know the Gulf of Mexico
0YdYFtVdlWE	96.043	97.662	0.3333333432674408	18	""" They just got it"
0bsTzavb-AE	18.32	29.237	0.6666666865348816	1	The RDA was recently increase by the US government from 400 IU to 600 IU and a lot of health experts still think that that’s pretty low
0bsTzavb-AE	37.586	44.024	0.3333333432674408	3	And vitamin D is really really closely related with the hormone system with your body
0bsTzavb-AE	28.556	38.087	0.0	2	It’s the amount that you need to prevent a severe deficiency but it might not be enough for optimum health levels
0bsTzavb-AE	43.024	51.127	0.3333333432674408	4	Some people actually call vitamin D a hormone itself because it acts really closely in that system
0cBmQ_ItVUc	170.045	195.1	-0.6666666865348816	15	"Try saying: ""Hey, I don't agree that it's not possible."" ""I think it's possible, and furthermore I think that"" ""believing it's not possible is one of the things that's holding us back."" Because people might not necessarily be thinking about it in that way, but I think that it's something that, if you actually think about it, it's pretty easy to realize how that can be true."
0cBmQ_ItVUc	154.361	170.835	1.6666666269302368	14	So, I want to share this with you in case you find it useful, so, you have some goal, some sort of idealistic goal, something that you want to bring into being in the world, and you're talking about it with others, and if you feel like you're getting shot down, try that.
0cBmQ_ItVUc	200.665	223.047	1.3333333730697632	17	Like when people start talking about things they want to see happen in the world in a way that is positive, and where they're like feeling solidarity and support from other people, then people start moving towards the goal, and that's a really awesome thing, and I think that being able to experience that is really valuable for actually achieving goals.
0cBmQ_ItVUc	194.1	201.496	1.0	16	And I think realizing that is really empowering, because it's often the first step in like building a consensus.
0cBmQ_ItVUc	222.486	232.665	2.0	18	If you like this video, if you have anything to add, please comment, please share it, and if you like what I have to say overall, please subscribe to my channel.
0cBmQ_ItVUc	1.598	11.278	-0.6666666865348816	1	Today I want to talk about how to respond to people who are telling you that something that you want, something you want to do or achieve is impossible.
0cBmQ_ItVUc	19.846	24.219	0.6666666865348816	3	I shared a story, which you can watch in the previous video if you haven't.
0cBmQ_ItVUc	36.179	57.064	-0.3333333432674408	5	"And, you're like: ""Hey,"" like, ""I really want to see this happen!"" And the other person says: ""Oh, that's never going to happen."" This is the kind of thing that I actually have happen a lot, because I'm pretty idealistic, and I'm pretty talkative and open about the goals that I have for what I want to bring into being in the world."
